Date;Open;High;Low;Close;Volume;Market_Cap
2025-04-17;84105.77942167096;84105.77942167096;84105.77942167096;84105.77942167096;26948109141.803364;1670497569762.047
2025-04-18;84930.90857600998;84930.90857600998;84930.90857600998;84930.90857600998;19323821375.14309;1686226810049.1836
2025-04-19;84433.75017215389;84433.75017215389;84433.75017215389;84433.75017215389;9550691272.782005;1676373197914.5117
2025-04-20;85126.66244301842;85126.66244301842;85126.66244301842;85126.66244301842;12635983530.804455;1690090596771.3958
2025-04-21;85073.16544858096;85073.16544858096;85073.16544858096;85073.16544858096;12625843856.313684;1689008667806.3804
2025-04-22;87452.04699068287;87452.04699068287;87452.04699068287;87452.04699068287;40070025414.28289;1735703747771.06
2025-04-23;93576.16588573981;93576.16588573981;93576.16588573981;93576.16588573981;53841992235.36636;1858587811717.8286
2025-04-24;93605.45230873208;93605.45230873208;93605.45230873208;93605.45230873208;39901515879.65954;1858660302322.256
2025-04-25;93872.81422867288;93872.81422867288;93872.81422867288;93872.81422867288;30031246761.093452;1864298110563.3408
2025-04-26;94773.11200643536;94773.11200643536;94773.11200643536;94773.11200643536;39336184715.04292;1882121595175.8462
2025-04-27;94644.06637120107;94644.06637120107;94644.06637120107;94644.06637120107;15445392739.787264;1879131951239.1846
2025-04-28;93809.33781968223;93809.33781968223;93809.33781968223;93809.33781968223;15926259371.057959;1862772247122.064
2025-04-29;95030.60645474444;95030.60645474444;95030.60645474444;95030.60645474444;31913814736.53902;1887067388174.3481
2025-04-30;94256.35946318062;94256.35946318062;94256.35946318062;94256.35946318062;25882629766.278946;1870818389258.4038
2025-05-01;94235.75331048167;94235.75331048167;94235.75331048167;94235.75331048167;26541700309.366146;1871350362569.0933
2025-05-02;96426.94522273027;96426.94522273027;96426.94522273027;96426.94522273027;30207566405.468834;1914884389769.3945
2025-05-03;96855.5681343944;96855.5681343944;96855.5681343944;96855.5681343944;23276376191.483967;1923251765866.1472
2025-05-04;95922.86842404422;95922.86842404422;95922.86842404422;95922.86842404422;13797554863.642815;1904894886394.57
2025-05-05;94326.62048529249;94326.62048529249;94326.62048529249;94326.62048529249;14903122945.616686;1872812442453.0322
2025-05-06;94758.8237105546;94758.8237105546;94758.8237105546;94758.8237105546;24086456278.203846;1882511286487.958
2025-05-07;96854.53198815876;96854.53198815876;96854.53198815876;96854.53198815876;23348052607.071873;1923643840814.599
2025-05-08;97026.49376966801;97026.49376966801;97026.49376966801;97026.49376966801;64376174032.08048;1927134557858.269
2025-05-09;103076.27555512934;103076.27555512934;103076.27555512934;103076.27555512934;50020047720.65604;2047883753852.6929
2025-05-10;102962.54045692299;102962.54045692299;102962.54045692299;102962.54045692299;40800894903.23446;2045046445523.5242
2025-05-11;104630.8792994166;104630.8792994166;104630.8792994166;104630.8792994166;21558992540.042442;2077132539531.3464
2025-05-12;103994.061616746;103994.061616746;103994.061616746;103994.061616746;27389436049.454792;2065659960471.3655
2025-05-13;102876.8304286011;102876.8304286011;102876.8304286011;102876.8304286011;43090605819.36596;2044347271866.1707
2025-05-14;104184.49039270742;104184.49039270742;104184.49039270742;104184.49039270742;33861432519.50822;2069356072124.024
2025-05-15;103594.42575090709;103594.42575090709;103594.42575090709;103594.42575090709;28398245846.798244;2057798367292.5637
2025-05-16;103708.85136423641;103708.85136423641;103708.85136423641;103708.85136423641;31823340473.339912;2060142559914.034
2025-05-17;103556.03493982446;103556.03493982446;103556.03493982446;103556.03493982446;25887953182.14765;2057725640290.0767
2025-05-18;103212.36483885496;103212.36483885496;103212.36483885496;103212.36483885496;18950056010.479057;2050318521477.805
2025-05-19;106030.6376831359;106030.6376831359;106030.6376831359;106030.6376831359;30744060179.802963;2104889720872.8306
2025-05-20;105629.41580436694;105629.41580436694;105629.41580436694;105629.41580436694;43339734153.75087;2098485415895.0496
2025-05-21;106786.71995834043;106786.71995834043;106786.71995834043;106786.71995834043;36393687094.25122;2121778617273.821
2025-05-22;109665.86371625263;109665.86371625263;109665.86371625263;109665.86371625263;60722883113.84;2178838967665.505
2025-05-23;111560.356938144;111560.356938144;111560.356938144;111560.356938144;52218408239.45193;2214712145787.249
2025-05-24;107216.66856870624;107216.66856870624;107216.66856870624;107216.66856870624;49251745837.96465;2131595896624.4407
2025-05-25;107831.36374380375;107831.36374380375;107831.36374380375;107831.36374380375;27128230116.517162;2142540077685.2197
2025-05-26;108861.81037744327;108861.81037744327;108861.81037744327;108861.81037744327;29652659665.048733;2163072841533.6133
2025-05-27;109377.71513263129;109377.71513263129;109377.71513263129;109377.71513263129;27950577137.918888;2173059855839.4187
2025-05-28;109068.45694901445;109068.45694901445;109068.45694901445;109068.45694901445;38978783508.88622;2167551887130.0073
2025-05-29;107838.18431100152;107838.18431100152;107838.18431100152;107838.18431100152;29794278037.284946;2143342706888.307
2025-05-30;105745.41660358038;105745.41660358038;105745.41660358038;105745.41660358038;38279231892.56757;2101348752694.3137
2025-05-31;104010.91956242644;104010.91956242644;104010.91956242644;104010.91956242644;39680060337.610214;2066830946978.0637
2025-06-01;104687.50742934884;104687.50742934884;104687.50742934884;104687.50742934884;20432694555.09522;2080467809295.7695
2025-06-02;105710.00593822816;105710.00593822816;105710.00593822816;105710.00593822816;17721500507.53389;2101178071590.9749
2025-06-03;105884.74263221149;105884.74263221149;105884.74263221149;105884.74263221149;26313843058.73954;2104229403094.936
2025-06-04;105434.47745144971;105434.47745144971;105434.47745144971;105434.47745144971;25925661121.080395;2095294001281.4797
2025-06-05;104812.9182188067;104812.9182188067;104812.9182188067;104812.9182188067;25812143562.797962;2083148839111.2068
2025-06-06;101650.7387545425;101650.7387545425;101650.7387545425;101650.7387545425;39711941132.0234;2020294099992.3677
2025-06-07;104409.74967959142;104409.74967959142;104409.74967959142;104409.74967959142;29897390978.090103;2075175500201.4253
2025-06-08;105681.4546141758;105681.4546141758;105681.4546141758;105681.4546141758;17749731308.73042;2100553336902.5076
2025-06-09;105692.24740699006;105692.24740699006;105692.24740699006;105692.24740699006;16044679696.270103;2100654769399.4705
2025-06-10;110261.57485948496;110261.57485948496;110261.57485948496;110261.57485948496;38222993297.50514;2191877481230.9468
2025-06-11;110212.73252109604;110212.73252109604;110212.73252109604;110212.73252109604;36303839182.734825;2189350055406.3333
2025-06-12;108679.9760916168;108679.9760916168;108679.9760916168;108679.9760916168;30338936631.626648;2159529375273.4956
2025-06-13;105979.22902375912;105979.22902375912;105979.22902375912;105979.22902375912;35865159511.38857;2107911943768.2988
2025-06-14;106045.56440819203;106045.56440819203;106045.56440819203;106045.56440819203;49471015505.74361;2107973087547.7922
2025-06-15;105482.90611628917;105482.90611628917;105482.90611628917;105482.90611628917;17916412455.866283;2097486541223.27
2025-06-16;105554.49383061715;105554.49383061715;105554.49383061715;105554.49383061715;16568441852.649668;2098499110552.6216
2025-06-17;106951.2720181497;106951.2720181497;106951.2720181497;106951.2720181497;32095957011.724205;2127895470544.7178
2025-06-18;104683.42479835715;104683.42479835715;104683.42479835715;104683.42479835715;38603212010.889435;2080968120976.949
2025-06-19;104722.695052907;104722.695052907;104722.695052907;104722.695052907;30339326410.154945;2081677732261.6853
2025-06-20;104690.65002458123;104690.65002458123;104690.65002458123;104690.65002458123;18063282658.152298;2081355279873.408
2025-06-21;103290.105144757;103290.105144757;103290.105144757;103290.105144757;30632751225.407444;2054120245608.2085
2025-06-22;101532.5683847329;101532.5683847329;101532.5683847329;101532.5683847329;21644463198.719532;2017415966695.5278
2025-06-23;100852.58264648831;100852.58264648831;100852.58264648831;100852.58264648831;51287142390.02526;2005179769771.7349
2025-06-24;105511.62437933135;105511.62437933135;105511.62437933135;105511.62437933135;50011797128.6837;2097741233586.5918
2025-06-25;105976.06929808448;105976.06929808448;105976.06929808448;105976.06929808448;31704641076.941063;2107110352429.8032
2025-06-26;107238.53045016268;107238.53045016268;107238.53045016268;107238.53045016268;30468274982.034847;2132141147369.0017
2025-06-27;106984.01253775663;106984.01253775663;106984.01253775663;106984.01253775663;24320699663.15122;2127292099754.93
2025-06-28;107078.91560644074;107078.91560644074;107078.91560644074;107078.91560644074;25194306261.888832;2129020567385.9595
2025-06-29;107331.58548463577;107331.58548463577;107331.58548463577;107331.58548463577;8960877693.57604;2134239999929.6584
2025-06-30;108396.61631317894;108396.61631317894;108396.61631317894;108396.61631317894;14881078675.366829;2155183166489.813
2025-07-01;107132.79910701896;107132.79910701896;107132.79910701896;107132.79910701896;22489515582.41552;2130471589191.581
2025-07-02;105613.39974163055;105613.39974163055;105613.39974163055;105613.39974163055;25033160828.30909;2100087563077.9324
2025-07-03;108824.44423167943;108824.44423167943;108824.44423167943;108824.44423167943;36395184773.06136;2163835371770.0977
2025-07-04;109602.20483914016;109602.20483914016;109602.20483914016;109602.20483914016;29892049537.628605;2179664531219.9346
2025-07-05;108040.8919400104;108040.8919400104;108040.8919400104;108040.8919400104;24248906784.57383;2148601712907.3433
2025-07-06;108217.46849992426;108217.46849992426;108217.46849992426;108217.46849992426;10042942280.966904;2152344091389.654
2025-07-07;109215.19771840284;109215.19771840284;109215.19771840284;109215.19771840284;14638669497.351297;2171497503296.0474
2025-07-08;108300.71675785031;108300.71675785031;108300.71675785031;108300.71675785031;25493246475.80407;2153777588647.4504
2025-07-09;108953.19187727802;108953.19187727802;108953.19187727802;108953.19187727802;20488865138.27645;2167049398056.7417
2025-07-10;111327.53054245669;111327.53054245669;111327.53054245669;111327.53054245669;37078460440.66385;2215210888568.426
2025-07-11;115879.65030112496;115879.65030112496;115879.65030112496;115879.65030112496;56204086624.04028;2303292356999.7437
2025-07-12;117571.02510036016;117571.02510036016;117571.02510036016;117571.02510036016;64185145923.88688;2338612196961.7437
2025-07-13;117418.95745007684;117418.95745007684;117418.95745007684;117418.95745007684;24351256098.393543;2335485977830.673
2025-07-14;119117.55666327637;119117.55666327637;119117.55666327637;119117.55666327637;27310851454.97692;2369050366835.5605
2025-07-15;119833.67446712355;119833.67446712355;119833.67446712355;119833.67446712355;68915956378.80447;2383825813673.847
2025-07-16;117678.19493404306;117678.19493404306;117678.19493404306;117678.19493404306;80299520980.2335;2341223394839.9204
2025-07-17;118748.1627367753;118748.1627367753;118748.1627367753;118748.1627367753;50374263848.76278;2363194640209.576
2025-07-18;119445.36520434043;119445.36520434043;119445.36520434043;119445.36520434043;49282617205.72662;2376237382764.3013
2025-07-19;117988.94664455787;117988.94664455787;117988.94664455787;117988.94664455787;58896449260.69391;2347165317624.536
2025-07-20;117901.62655900871;117901.62655900871;117901.62655900871;117901.62655900871;23934511126.349533;2345398337785.541
2025-07-21;117256.9208222684;117256.9208222684;117256.9208222684;117256.9208222684;36702153882.06748;2333757287859.664
2025-07-22;117482.46977767294;117482.46977767294;117482.46977767294;117482.46977767294;46344384345.39471;2337365497467.1313
2025-07-23;119955.79570607653;119955.79570607653;119955.79570607653;119955.79570607653;58939000420.94166;2387516761560.4927
2025-07-24;118629.05588130427;118629.05588130427;118629.05588130427;118629.05588130427;45225685167.61703;2359931875300.5244
2025-07-25;118354.43517438594;118354.43517438594;118354.43517438594;118354.43517438594;51940414419.3327;2354764508342.9937
2025-07-26;117540.80837085741;117540.80837085741;117540.80837085741;117540.80837085741;91617702596.10347;2338855554998.7812
2025-07-27;117959.54234360624;117959.54234360624;117959.54234360624;117959.54234360624;25145925063.881348;2346959472845.027
2025-07-28;119418.91405141471;119418.91405141471;119418.91405141471;119418.91405141471;30220402191.467663;2376524838793.0137
2025-07-29;118003.30201607826;118003.30201607826;118003.30201607826;118003.30201607826;43433742203.62158;2349472897426.4688
2025-07-30;117853.30892863822;117853.30892863822;117853.30892863822;117853.30892863822;42860287143.68828;2345126504020.1143
2025-07-31;117833.24087995925;117833.24087995925;117833.24087995925;117833.24087995925;43054424656.58649;2343717963709.7124
2025-08-01;115700.00243915782;115700.00243915782;115700.00243915782;115700.00243915782;45238249453.35885;2302199162425.1206
2025-08-02;113234.6051343189;113234.6051343189;113234.6051343189;113234.6051343189;65794680822.25255;2253609880959.403
2025-08-03;112554.90232221723;112554.90232221723;112554.90232221723;112554.90232221723;33543439044.09785;2240413983638.112
2025-08-04;114199.10966460757;114199.10966460757;114199.10966460757;114199.10966460757;24689273719.085533;2272802075267.0376
2025-08-05;115138.68613070177;115138.68613070177;115138.68613070177;115138.68613070177;32488023582.82734;2292395156144.1514
2025-08-06;114128.35408881678;114128.35408881678;114128.35408881678;114128.35408881678;37316213251.97167;2271583255077.356
2025-08-07;115022.09576830892;115022.09576830892;115022.09576830892;115022.09576830892;32052509631.058872;2289295036528.6577
2025-08-08;117463.47451085235;117463.47451085235;117463.47451085235;117463.47451085235;38289687095.00489;2337732858703.5435
2025-08-09;116688.36663186055;116688.36663186055;116688.36663186055;116688.36663186055;33017415812.97353;2323026541073.3213
2025-08-10;116510.08393213755;116510.08393213755;116510.08393213755;116510.08393213755;27638785406.21056;2318815857401.68
2025-08-10;118201.47948022683;118201.47948022683;118201.47948022683;118201.47948022683;34313355881.449596;2353123785021.9644
